template	popularity	first_year
CC([1C])(N)CCN>>CC([1C])(N)CCN.CC(n)CCN	1	2016
CC(Oc(c)n)C1CNC(=O)C1>>CCOC(C)=O.CS(=O)(=O)c(c)n.C[Si][N-][Si].O	1	2016
CC(O)c(c)c>>O.c1ccccc1.ccc	1	2016
CC(O)c(c)c>>C=O.[Li]CC.ccc	1	2016
CC(O)O>>OC=CC(=O)O	1	2016
CC(O)O>>CCN.O.O.OCO	1	2016
CC(O)I>>IC(I)(I)I.OCCO	1	2016
CC(O)C[2C]>>CC(=O)O.CO.OC=O.[Li][2C]	1	2016
CC(O)CO[2C]>>C1CCOC1.O.[2C]I	1	2016
CC(O)CCCC(C)(C)C>>CC(C)O.CCO.CCOC.O.Pc1ccccc1	1	2016
CC(O)CC=C>>C=CCC(O)CO.CC(O)CC=C	1	2016
CC(O)C(C)O>>CO.CO.Cc(c)c.ccc[nH+]	1	2016
CC(O)=O>>O.Oc1ccccc1	1	2016
CC(O)=O>>CO.CS.OC[CH]O	1	2016
CC(O)=O.[1C]C(C=O)OC=O>>OC=O.[1C]C(O)C(O)O.ccccn	1	2016
CC(N[4C])C(C)=C>>C=CC(CO[Si])N[4C].CC(N)C=C	1	2016
CC(N)CCN>>CC(=O)CCN.CC(N)CCO	1	2016
CC(N)C=C>>C=CC(C)N.CC(N)C=C	1	2016
CC(N)C(N)=O>>C=C(N)C(=O)O.NC(=O)O	1	2016
CC(N)=O>>NC=O.O=CO	1	2016
CC(N)=O>>NC=O.O=C(O)O	1	2016
CC(N)=O>>N.O=CO.ccc(n)c(c)n	1	2016
CC(N)=O>>CS(=O)(=O)I.N.O=C(O)C(F)(F)F	1	2016
CC(N)=O>>CCC(=O)S.N	1	2016
CC(N)=O>>CC(=O)O.NC=O.cc(c)CN	1	2016
CC(N)=O>>CC(=O)O.NC1COC1	1	2016
CC(N)=O.O>>CO.NC(=O)O	1	2016
CC(N)=O.CN>>C.N.NCC(=O)O	1	2016
CC(N)=O.CCC(C)OCC=C(C)P(O)(O)=O.N>>CCCN.CN.CSCCCCCC(=O)O.NC(N)=O.O=CO.[O-]P([O-])[O-]	1	2016
CC(F)C(N)=O>>C=C(F)C(=O)O.NS=O	1	2016
CC(F)(F)c1ccnc(N=C)c1>>C=N.O=C(O)Nc1ccc(I)c(C(F)(F)F)c1	1	2016
CC(F)(F)c(c)ccN>>ccc(cc)OC(=O)Nccc(cI)C(F)(F)F	1	2016
CC(C[1C])c(c)n>>CCN.CNC[1C].cc(n)F	1	2016
CC(COC=O)OC(=O)c1ccccc1>>O=CO.OC(=O)O.[4C]NC(Cc1ccc(O)c(O)c1)C(O)=O	1	2016
CC(CO)Oc(c)c>>CCC(O)O.cc(c)F	1	2016
CC(CO)NC=O.OCCNC=O>>CCN(C)C(C)C.NCCO.O=CO.OC=O	1	2016
CC(CN)NC=O>>C.CCN.CN=C=N.O=CO	1	2016
CC(CCCc(c)c)=CO>>CCOC.cc(c)[P+](CO)c1ccccc1	1	2016
CC(C=O)Nc(c)c>>CNCc(c)c.O=CO	1	2016
CC(C=C)C(N)=O>>CC.CC(=O)O.N.ccccn	1	2016
CC(C=C)C(N)=O>>CC(=O)O.CCCP(=O)(O)O.N	1	2016
CC(C=C)=CN.CC=CN>>C=CB(O)O.CC(I)=CN.CC=CN	1	2016
CC(C)c1ccc(C(N)=O)cc1>>CN.C[N+]=CNC.NC(=O)OCc1ccccc1	1	2016
CC(C)c(c)cc.CCC(C)C.OC=O>>OC1CCCCO1.OCc1ccc(I)cn1.ccc(c)OC(F)(F)F	1	2016
CC(C)[2C]>>COC.IC[2C]I.cccn	1	2016
CC(C)[1C]>>C=O.[1C]CC=P	1	2016
CC(C)O[2C](C)=O.CCCCCCCC>>CC.CNC(C(C)=O)c(c)c.Cc1ccccc1NC=N.FC(F)O[2C](I)C(F)(F)F	1	2016
CC(C)OC=O.CCCCCCCCC>>CCO.CNC(C=O)c1ccccc1I.Cc(c)c.FC(F)OCI	1	2016
CC(C)OC(N)=O>>CC(O)=O.CCNCC.CO.O=[N+][O-]	1	2016
CC(C)OC(=O)N1CCc(c)c(cC(=O)NO)C1>>CN.CNC.N=C=N.NO.cc1ccncc1cC(O)=O.nO	1	2016
CC(C)O>>CC(C)=O.OC1COC1	1	2016
CC(C)NC(N)=O>>CCCN=C=O.N	1	2016
CC(C)N>>N.OC1CCNCC1	1	2016
CC(C)N1CCOCC1>>CN(C)C1CCC1.NCCN.OC(=O)O	1	2016
CC(C)CCOC=O>>OC=O.cc1c[nH]c2ccccc12	1	2016
CC(C)CCN[2C]>>CN(C)C=O.O=C(O)O.[2C]I.ncc(c(n)I)[N+](=O)[O-]	1	2016
CC(C)CCNC=O.CN(C)C>>CNC.O=CO.c1ccc2[nH]c3cnccc3c2c1	1	2016
CC(C)CC(N)=O>>CC(=O)I.CCCN[4C].N.NC(N)=O	1	2016
CC(C)C>>CC.cc(n)CC(N)C(=O)O	1	2016
CC(C)C.CCCC(N)C(N)=O>>CCC.CCN.CN[P+](NC)On1nnc2ccccc21.N.O	1	2016
CC(C)C(N)C(O)=O>>CC(N)CCC(O)=O.CCN	1	2016
CC(C)C(C[1C])=C=O>>CC(C)C(=O)O.CCO.C[1C]	1	2016
CC(C)=c1ccc(C2C=CC=C2)c2c1=c(c)c(c)=C2>>CC(C)C1=CC=CC1=C.cc1c(c)-c2ccccc2C1	1	2016
CC(C)=[2C][2C]>>C#C.C[2C](I)I.[2C]I	1	2016
CC(C)=CCCC=CC=CC(C)=CC=CC=CC=CC=C(C)C=C>>CO.C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=CC=CC=CC=CC=O	1	2016
CC(C)=C>>C=CC.CCC	1	2016
CC(C)(n)N[4C]>>CN([4C])CCn.CO	1	2016
CC(C)(n)Cc(c)c>>CNC(=O)CC.CO[K].ccc.n	1	2016
CC(C)([1C])[1C]>>O=C(O)C(F)(F)F.O=C(O)O.[1C]C[1C]	1	2016
CC(C)([1C])[1C]>>Cc(c)c.Cc(c)c.[1C]C[1C]	1	2016
CC(C)([1C])[1C]>>CN(C)[4C].[1C]C[1C]	1	2016
CC(C)([1C])NC=O>>CC(C)C([1C])N.O=CO	1	2016
CC(C)([1C])CN>>C=O.CCC[1C].CCO.N	1	2016
CC(C)(O)OCn1cc(N)cn1>>CCN.CNC.COCCO.Cc1cnc(N)nc1	1	2016
CC(C)(O)OCCn>>CO.COc1ccccc1O.NC=O.n	1	2016
CC(C)(O)CN>>C=O.CC(C)N.CCO	1	2016
CC(C)(O)CN>>C1CO1.CCN.CN[4C].N	1	2016
CC(C)(CO)NC(N)=O>>CN[4C].N.OC1CC(C(=O)O)C1.[N-]=[N+]=NP=O	1	2016
CC(C)(CO)C(O)=O>>C1CCOC1.C=O.CO.[O-]	1	2016
CC(C)(C)OC=O>>CCO.OC=O.Oc1ccccc1	1	2016
CC(C)(C)OC=O.CC(C)OC=O.CO>>COS(=O)(=O)c1ccccc1.O.O=C(O)O.OC=O.OC=O	1	2016
CC(C)(C)OC(n)=O>>OC(=O)O.cc1cc(I)ccc1.ccccc.n	1	2016
CC(C)(C)OC(N)=O>>C=C(C)c(cc)cc.NCCF.OC(=O)C(F)(F)F.[4C]NCCN	1	2016
CC(C)(C)OC(N)=O.CC(C)OC=O.CCOC=O.CO>>CCOC(N)=O.COS(=O)(=O)c1ccccc1.O.O=CO.OC(=O)O.OC=O	1	2016
CC(C)(C)OC(=O)Nccnc(c)O>>Cc(cN)cc(c)O.NC=O.OC(=O)O.c1ccccc1	1	2016
CC(C)(C)N>>CC(C)(C)N.CC(C)(N)C(=O)O	1	2016
CC(C)(C(N)=O)C(O)=O>>CC(N)=O.CCN.COC(=O)C=C	1	2016
CC(C(N)=O)c1ccccc1>>CCN.CNC(=O)CC.N.[N+]=C(N)Onc1ncccc1n	1	2016
CC(C#N)Oc1ccc(C(=O)C2CC2)cc1>>C1CCOC1.N.O=C(OC(=O)C(F)(F)F)C(F)(F)F.c1ccncc1.ncn	1	2016
CC(C#N)NC(=O)CNC=O>>CCN=C=N.CN.OC=O.cc(O)c1nn[nH]c1c	1	2016
CC(=O)ccccc>>C=COC.cccccI	1	2016
CC(=O)cc(O)cc.[2C]OC=O>>CC(=O)OC=O.[2C]I.ccc(O)cI	1	2016
CC(=O)c1ccno1>>C=C(OC)C1(O)CC=NO1	1	2016
CC(=O)c1cccnc1>>C=C([Sn])OC.Ic1cccnc1	1	2016
CC(=O)c1ccc(O)nc1C>>C#CC(=O)O.CC(=O)C=C(C)N	1	2016
CC(=O)c1cc([1C])on1>>C=C(OC)C1=NOC([1C])(O)C1	1	2016
CC(=O)c(c)c.c>>C=C([Sn])OC.cI.ccc	1	2016
CC(=O)NC1C(O)OC(CO)C(O)C1O>>C1CCOC1.CCC(=O)OCC[Si].C[N+](C)(C)C.O.O.O.O	1	2016
CC(=O)CC(N)=O>>C=C1CC(=O)O1.CN	1	2016
CC(=N)O>>CC#N.CC(=N)O	1	2016
CC(=C[3C]O)B(O)O>>CC=C[3C]I.COB(O)B(O)O	1	2016
CC(=C)[Sn]>>CC#C.OC[Sn]	1	2016
CC(=C)[1C]>>C=C.C=C(C)[1C]	1	2016
CC(=C)CCOC=O>>C=O.CC(=C)CC=O	1	2016
CC(=C)CCNC=O>>C=N.CC(=C)CC=O	1	2016
CC(=C)C=S>>C=CC=O.CS	1	2016
CC(=C)C(O)=O>>CC.FC(F)C(F)(F)C(F)F.O.O=C(O)C(F)F	1	2016
CC(=C)C(O)=O.CCO>>CC(C)C(NN=[N+])C(N)=O.O.OC[CH]O.cc(c)CC([1C])N	1	2016
CC(=C)C(=O)OCCO>>C=C(CC(O)=O)C(O)=O.C=C[1C]	1	2016
CC(=C)C(=O)OCC=O>>O=C1CCN(c2ccccc2)N1.OC(O)=O	1	2016
CC#C>>C=O.COC[P+]	1	2016
CC#C>>C=O.CC(O)=C([1C])[N+]	1	2016
C>>S=COCS	1	2016
C>>COP=O	1	2016
C>>CC(=C)[1C]	1	2016
C=c1ccc(C2C=CC=C2)c2c1=c(c)c(c)=C2>>C=C1C=CC=C1.cc1c(c)-c2ccccc2C1	1	2016
C=c1ccc(C2C=CC=C2)c2c1=c(c)c(c)=C2>>C=C1C=CC=C1.CCO.cc1c(c)-c2ccccc2C1	1	2016
C=c1cc2ccncc2c2c1=c1ccccc1=C2>>NCCCNCCNCCCN.O=Cc1coc(=O)c2ccccc12	1	2016
C=[N+].NC=O.NC=O>>C=N.N.N=COC=O	1	2016
C=[N+].NC(N)=O>>C=N.N.N=C=O	1	2016
C=O>>NCCO	1	2016
C=O>>Cc(c)c.O	1	2016
C=O>>C=CO.O	1	2016
C=O>>C=C.N[SH](=O)=O	1	2016
C=O>>C.NC(=O)O	1	2016
C=O.OC(O)=O>>OC(=O)I.OCO	1	2016
C=O.NC(O)=O>>CN.COC.OCO	1	2016
C=O.CNC=O>>CNC(=O)C=C.N.O=CO	1	2016
C=O.C=O>>COCO	1	2016
C=Nc(c)cc>>C=N.ccc(c)N	1	2016
C=N[4C]>>CN[4C]	1	2016
C=NOC=O>>C=O.COC=O.ccncc	1	2016
C=NN[4C]>>CNN.[4C]NN	1	2016
C=NNI>>C=NN.[4C]NI	1	2016
C=NNC(N)=S>>CN=N.[Si]N=C=S	1	2016
C=NC(=C)N>>C=C(N)S.C=N	1	2016
C=N>>N.O=C(O)C(F)(F)F	1	2016
C=N>>C=[N+]C	1	2016
C=Cc1cccnc1>>C1CCOC1.CC=O.Cc1ccccn1	1	2016
C=Cc1ccccc1>>C=CC=C.Cc1ccc(O)c(O)c1	1	2016
C=Cc1ccc(-c(c)c)cc1>>Cc1ccccc1.O=C(O)O.ccc	1	2016
C=Cc(c)cc>>C=C.cc(C)c(c)P	1	2016
C=Cc(c)c>>C=C[Sn].cc(c)C=C	1	2016
C=C[3C]1:nc(c)c(c)c:1C(O)=O>>C=CB(O)O.cc1c(c)N[3C](I)(C(O)=O)C1	1	2016
C=C[2C]N[4C]>>CC[2C]I.[4C]N	1	2016
C=C[2C]1:ncc(c)c:1n>>CC(O)O.N.cc(C=O)c(n)[2C]I	1	2016
C=C[1C]>>[1C]CC(=O)C(F)(F)F	1	2016
C=C[1C]>>C[1C].O=COCC(F)(F)F	1	2016
C=C[1C]>>C=O.[1C]C=CP	1	2016
C=C[1C].CC=C>>C=C.C=C[1C].[Li]C=C	1	2016
C=C[1C].CC#N.COc1ccc(C(O)=O)cc1>>C=O.CNC.Cc1ccccc1.O.[1C]CC(=O)O.c1ccncc1	1	2016
C=CS>>C=CS.S	1	2016
C=CS(=O)(=O)c(c)c>>C=O.CS(=O)(=O)CP(=O)(O)O.cc(c)C	1	2016
C=COc1ccccc1>>C=CN1CCCCC1.CCO	1	2016
C=COc(c)ccc>>C=CI.OC(=O)O.ccnc(c)-c1nc(c)c(cc)[nH]1	1	2016
C=CO[Si]>>CC=O.O=S(=O)(O)[Si]	1	2016
C=COS(=O)=O>>C=CO[Si].[4C]NS(=O)=O	1	2016
C=COS(=O)=O.CC(C)(C)OC=O>>CC=O.CCCO.CCOC(C)=O.O=S(=O)NS(=O)(=O)C(F)(F)F.OC=O	1	2016
C=CO>>NC(F)F.O.[1C]C=CO	1	2016
C=CO>>C=O.OC=P	1	2016
C=CN[2C]=O>>C=CN.O.[2C]I	1	2016
C=CN>>NCC[SH](=O)=O	1	2016
C=CN>>CC(N)N[4C]	1	2016
C=CN=CO[2C]>>C=CNC=O.[2C]I	1	2016
C=CN([2C])C=N>>C=CNC=N.[2C]I	1	2016
C=CCc(c)c(c)[2C]>>CC(C)=O.[2C]I.cccc	1	2016
C=CC[Si]([2C])CC=C>>CCCC.CCO.I[Si](I)I.[1C]C(O)CC(=O)O.[Li][2C]	1	2016
C=CCS>>C=C.C=CCS	1	2016
C=CCOS(=O)=O>>O=S(=O)O[SH](=O)=O.OCCCO	1	2016
C=CCO>>C=O.[Li]CC=C	1	2016
C=CCNS=O>>C=CI.C=NS=O	1	2016
C=CCN>>C=CCN.C=C[CH]N	1	2016
C=CCN>>C=CC.C=CCN	1	2016
C=CCCOc1ccccc1Cc1nnco1>>CCN.CC[N+]S(=O)(=O)N=C(O)OC.NC=O.O=CO.c1cnc2nnnc2c1	1	2016
C=CCCOC=O>>C=CCC=O.CCC=O	1	2016
C=CCC1CC1OC(N)=O>>CCN.Cc1ccccc1.N.OC(=O)O	1	2016
C=CCC1C(O)=CC(=O)C=C1O>>CCCCC.Oc1cc(O)cc(O)c1	1	2016
C=CCC([1C])([1C])[2C]>>CC(C)=O.[1C]C[1C].[2C]I	1	2016
C=CCC(O)=O>>CC(=O)O.OC(=O)CC(=O)O	1	2016
C=CCC(N)=O>>CC=CC(=O)O.N	1	2016
C=CC=O>>NCCCCN=C=O.O=C=O	1	2016
C=CC=O>>CC=NN.O=CNO	1	2016
C=CC=O>>C=C[Sn].O=CO	1	2016
C=CC=O>>C=CC=O.CC=NN	1	2016
C=CC=C>>C=CC.C=CC=C	1	2016
C=CC=C(I)C=CC=CN=C1C=CC=CN1>>C.C=C(I)C=CC=Nc1ccc(I)c[n+]1.N=CC=C(I)C=CN	1	2016
C=CC(n)=N.Cc(c)c>>CC(=C)C(N)=O.ccc.n	1	2016
C=CC(O)=O>>C=CI.OC=O	1	2016
C=CC(O)=O>>C=CC(=O)O.OC(=O)CF	1	2016
C=CC(O)=O.CCOC(N)=O>>C=O.CC(=O)NC.CC[N-]C.OC(=O)O	1	2016
C=CC(N)=O>>CCOC(N)=O.CN	1	2016
C=CC(N)=O>>C=C(C)C(=O)O.N	1	2016
C=CC(N)=O.[4C]N>>N.O=C(O)C(F)(F)F.[4C]NCO	1	2016
C=CC(COC(=O)ccc)OC(=O)ccc>>CC(N)C(Cc(c)cC(O)=O)c(c)cC(O)=O	1	2016
C=CC(=O)OCCO>>CC(C)O.O=CO.OC(=O)O	1	2016
C=CC(=O)C=C>>C#N.C#N.CC(=O)O.CC(=O)O	1	2016
C=C>>CCCO.O=COO	1	2016
C=C>>C=O.cc(c)C=O	1	2016
C=C>>C1CC1	1	2016
C=C>>C.C=[N+]	1	2016
C=C1CCOC1=O>>C=O.CC(=O)O.CCCO.C[Si]I	1	2016
C=C1C=CC(C(N)=O)=CN1>>CCN.N.O=C(O)c1ccc(=O)nc1	1	2016
C=C1C=CC(=O)NC1=O>>C=O.Oc1cccc(=O)n1	1	2016
C=C.OC(=O)CNC=O>>C.N=C=N.O=C(O)C(F)(F)F.OC=O	1	2016
C=C.CO>>C=P.COCO	1	2016
C=C.CNC.CO>>CCCCCN.N.O=CNC=O	1	2016
C=C.CCc(c)n>>CC.CC#N.cc(n)O	1	2016
C=C.CCC(=O)NC.CN>>C=C.CC.CN.NCC(=O)O	1	2016
C=C([1C])n>>[1C]C(n)CO	1	2016
C=C([1C])N>>[1C]C(N)CSS	1	2016
C=C([1C])N>>[1C]C(N)CS	1	2016
C=C([1C])F>>O=CO.[1C]C(F)P(=O)(O)O	1	2016
C=C(O)OS(=O)=O>>CC(O)=O.[4C]NS(=O)=O	1	2016
C=C(N)OP(O)(O)=O>>CC(N)=O.OP(O)(=O)I	1	2016
C1NCc2cnccc21>>CCN.O=C=Nc1ccc(B(O)O)cc1	1	2016
C1NCC2C1CC1CC12>>C1C=CC2CC12.C[N+](C)[O-]	1	2016
C1N=NN=N1>>C#N.[N-]=[N+]=[N-]	1	2016
C1CON=C1>>C=CC(F)(F)F.C=NO	1	2016
C1COCCN1>>O=C(O)N1CCOCC1	1	2016
C1COC1>>C1CCO1.CO	1	2016
C1COC(C2CC=CC=C2)O1>>O=C(O)O.O=Cc1ccccc1.OCCO	1	2016
C1CO1.COCO>>C=O.COCO.C[S+]=O	1	2016
C1CNSC1>>C1CSC1.N	1	2016
C1CNC1.O=CN1CCC1>>C1CNC1.C1CNC1.O=CO	1	2016
C1CCOC1>>CC(C)O.CC(O)CC	1	2016
C1CCOC1>>CC#N.CC(O)=O	1	2016
C1CCOC1.NC=O>>CCc1ccccc1.N.OC=O	1	2016
C1CCOC1.NC=O>>CCc(c)ccc.N.OC=O.ccccc	1	2016
C1CCNC1>>CCCNC	1	2016
C1CCCCC1>>Fc1ccccc1	1	2016
C1CCC2CCCCC2C1>>C=Cc1ccccc1C=C.CCCC	1	2016
C1CCC2CCCCC2C1>>C=Cc1ccccc1.CCC	1	2016
C1CC=COC1>>C=CCCC=O	1	2016
C1CC1CNCC1CC1>>CC(=O)O.CCOC=O.N.NC=O.O=CC1CC1	1	2016
C1CC1>>CCCCO.[1C]C1CC1	1	2016
C1C=CC=C2N=NC=C12>>Cn1ncc2ccccc21	1	2016
C1C=CC=C1>>CC1=CC=CC1	1	2016
C1=NNN[N+]1>>c1nn[n+]n1	1	2016
C.[N-]=[N+]=NCCO>>CCOC.[N-]=[N+]=[N-]	1	2016
C.O>>OCO	1	2016
C.O>>COCO	1	2016
C.NC(=O)CC(O)=O>>CC(=O)O.CC(O)=O.N	1	2016
C.CO.cc1c(c)CC1>>CCCCOC.cccc	1	2016
C.CNc(c)n>>CCC(C)N.cc(n)F	1	2016
C.CCC1CCN(C=O)C1>>CCCCCNC.CCN.O=CO	1	2016
C.CC([2C])(CCC=C)C(O)=O>>C.CCCO.CCNC(C)C.NP(N)(N)=O.[2C]I.[Li]CC	1	2016
C.C=CC[Si]>>C=C.CC.[Si]	1	2016
C.C=CC(O)=O>>C=O.CCCO.NC=O	1	2016
C#N.c[N+](=O)[O-]>>CN(C)C.O=N[O-].cI.cc(c)C=O	1	2016
C#N.[2C]O>>CCO.[2C]I.[N+]	1	2016
C#Ccn>>C#C.O=[SH](=O)ncI	1	2016
C#Cccccc>>C#Cc1cccnc1.ccnccI	1	2016
C#Cccc>>C#C.cc(C)cI	1	2016
C#Cc1nc2ccccc2s1>>C#C.CCN.CNC=O.Ic1nccs1	1	2016
C#Cc1cnc(cn)n1>>O=C(O)O.cc(O)c1ncccc1c.ncn	1	2016
C#Cc(c)n.c>>C#C[Si].cI.ccn	1	2016
C#Cc(c)ccc>>CC(=O)C(=[N+]=[N-])P(=O)(O)O.cccc(c)C=O	1	2016
C#Cc(c)c>>C#C.cc(c)[N+]#N	1	2016
C#Cc(c)c.cC#CCCCCO>>C#C.O.cI.cc(c)-c1ccc(I)cc1F	1	2016
C#CO>>OC=CI	1	2016
C#CO>>OC(I)=CI	1	2016
C#CO>>CC=O	1	2016
C#CCO>>C=O.CCC	1	2016
C#CCNS=O>>C#C.C=NS=O	1	2016
C#CC=O.[4C]N>>C#C.[4C]NC=O	1	2016
C#CC1CCC([1C])N1C=O>>CC(=O)O.CCN(C)C(C)C.C[1C].O=CI	1	2016
C#C.CC(C)CC(NC(=O)CN)C(O)=O>>CC(=O)O.CCN.CCN=[N+]=[N-].CNC.NC=O.NCC(O)=O	1	2016
Bc1ccccc1O>>Bc1ccccc1O.Oc1ccccc1I	1	2016
BC1CC1[Si]>>BC=C.[N-]=[N+]=C[Si]	1	2016
sc1ccccc1s>>C#C.sc(cI)-c(s)cI	1	2015
oc1cccnc1>>Ic1cnccc1.oc1cccnn1	1	2015
nnc(n)n>>nc1ccnn1.nnc(n)N	1	2015
nnc(n)n>>n[nH]c(n)N.nc(n)nn	1	2015
nco>>nc(o)C(N)=O	1	2015
nco>>nc(o)-c(n)n	1	2015
ncn>>[CH]c(n)n	1	2015
ncn>>[1C]Cc(n)n	1	2015
nccs>>cscn.nccs	1	2015
ncccn>>ncc(I)cn.ncccn	1	2015
nccc(n)I>>O=P(I)(I)I.nccc(n)=O	1	2015
ncSC=O>>O=C(O)ncI.OC=S	1	2015
nc1ncnc1cO>>Nc(n)c(N)cI.O=COC=O	1	2015
nc1nccn1>>Nc1ncc[nH]1.nc1ccnn1	1	2015
nc1ncccn1>>Nc(n)n.OC(O)CC(O)O	1	2015
nc1ncc(I)c(=O)n1>>Nc(n)n.O=C(O)C(I)=CO	1	2015
nc1nc(=O)nc(=O)c1n>>NC(=O)c(n)c(N)n.O=C(O)O	1	2015
nc1csc(I)n1>>Nc(n)cI.O=S(=O)(I)I.OC(=S)S	1	2015
nc1cocn1>>nc(cI)NC=O	1	2015
nc1cnc(I)nc1>>O=S(I)I.nc1cncnc1=O	1	2015
nc1cnc(=O)n1>>N.Nc(n)cI.O=C(O)O	1	2015
nc1ccsc1>>[S-2].nc(C#C[Si])cI	1	2015
nc1ccncc1>>[nH]c1ccncc1.nc1cccnc1	1	2015
nc1cccnc1>>[nH]c1cnccc1.nc1cccnc1	1	2015
nc1cccn1>>nc1ccc[nH]1.nc1cccn1	1	2015
nc1ccccn1>>Cc1ccc(n)cn1.[nH]c1ccccn1	1	2015
nc1ccccn1>>Bc1ccnc(n)c1.nc1ccccc1	1	2015
nc1ccccc1I>>[nH]c1ccccc1I.nc1ccc(I)cc1	1	2015
nc1ccccc1>>nc1ccc(I)cc1.nc1ccccc1	1	2015
nc1cccc(O)c1s>>nc1c(s)C(=O)CCC1	1	2015
nc1cccc(I)c1>>nc1cc(I)ccc1.nc1ccccc1	1	2015
nc1ccc(F)cc1>>[nH]c1ccc(F)cc1.nc1ccc(F)cc1	1	2015
nc1cc(I)cn1>>nc1cc(I)c[nH]1.nc1cc(I)cn1	1	2015
nc1cOCC=C1>>C#CCO.nccO	1	2015
nc1cNS(=O)(=O)[2C]O1>>Ncc(n)=O.O=S(=O)(I)[2C]I	1	2015
nc1cNC(=O)[2C]O1>>Ncc(n)=O.O=C(I)[2C]I	1	2015
nc1cNC(=O)[2C](CCO)O1>>Ncc(n)=O.O=C(O)O.OC[2C](I)CCI	1	2015
nc1c(n)NCCC1>>nc1c(n)NCCC1	1	2015
nc1c(n)NCC1>>nc1ccnc1n	1	2015
nc1c(n)NC(=O)[3C]1>>nc1c(n)[3C](I)(I)C(=O)N1	1	2015
nc1c(n)C=CNC1>>nc1ccncc1n	1	2015
nc1c(n)C=CN(C=O)C1>>O=CI.nc1ccncc1n	1	2015
nc-c1cc(O)c(C=O)n1>>NC=C1N=C(I)C=C1O.OB(O)cnC(=O)O	1	2015
nc(s)I>>I.[4C]Nc(n)s	1	2015
nc(s)CO>>CC(=O)I.nc(s)S(N)(=O)=O	1	2015
nc(s)C=O>>C=O.ncs	1	2015
nc(s)C1CC1>>CC(C)(C)ON=O.CO.nc(N)s	1	2015
nc(o)NC1CCNC1=O>>CN(C)C=O.[P+]On1nnc2ccccc21.nc(o)O	1	2015
nc(o)NC(O)=O>>O.nc(o)C(=O)NN	1	2015
nc(o)N1CCN2CCC1CC2>>O=C(O)c1cccn1CF.c1cccn1.ccc(n)C(N)=O.nc(o)S	1	2015
nc(o)I>>I.nc(N)o	1	2015
nc(n)[2C]c1ccccc1>>I[2C]c1ccccc1.ncn	1	2015
nc(n)[2C]C=O>>O=CO.[2C]I.ncn	1	2015
nc(n)S(=O)=O>>[1C]Cc(n)n.nc(n)S(=O)=O	1	2015
nc(n)OS(=O)=O>>O=S(=O)I.nc(n)=O	1	2015
nc(n)OC=O>>OC=O.nc(n)[N+]	1	2015
nc(n)NO>>NO.ncn	1	2015
nc(n)I>>[I-].ncn	1	2015
nc(n)I>>I.cc(c)-c(n)n	1	2015
nc(n)CNCc(n)n>>NCc(n)n.nc(n)C=O	1	2015
nc(n)CCC(O)=O>>O=C1CCC(=O)O1.nc(n)CCC(O)=O	1	2015
nc(n)=S>>CS(=O)(=O)c(n)n	1	2015
nc(n)=NC=O>>Nc(n)n.O=CI	1	2015
nc(O)s>>O.nc(s)S	1	2015
nc(O)s>>O.nc(O)s	1	2015
nc(O)c(s)C(O)=O>>OC(=O)C(I)C(=O)O.cc(c)-c(n)c(s)-c([nH])n	1	2015
nc(I)c(s)C=O>>NC=O.O=P(I)(I)I.nc(O)cs	1	2015
nc(I)c(n)I>>nc(I)c(n)I.nccn	1	2015
nc(=O)s>>CO.nc(s)S	1	2015
nc(=O)cB(O)O>>OB(O)B1OCCO1.nc(O)cI	1	2015
nOc1ncnc2cccnc12>>C1CN=C2CCCCCN2C1.CN(C)[P+](N)(N)On	1	2015
nNC=N>>N=CN.Nn	1	2015
nNC(O)=O>>C=NC.CC(=O)N([4C])I.O.n	1	2015
nNC(=O)c(s)cn>>Nn.nc(cs)C(=O)O	1	2015
nNC(=O)C12CC3CC(CC(C3)O1)C2>>CC.CCCO.CCN(CC)CC.CCOC(C)=O.Nn.O=[PH](O)O[PH](=O)O	1	2015
nCn>>n.nCO[Si]	1	2015
nCCc1cccnc1N>>C=Cc1ccc(N)nc1.n	1	2015
nCCO>>C=CO.n	1	2015
nCCC1COC1>>CC(n)C[SH](=O)=O.nC1COC1	1	2015
nCCC1CCCNC1>>nC=Cc1cccnc1	1	2015
nCCC1(N)C=CC=CN1>>C=Cc1ccc(N)nc1.n	1	2015
nCC=O>>nCC=O.nCC=O	1	2015
nCC1CC2CC1C=C2>>Bc(c)c[nH].Nc1cccc(CO)c1.n	1	2015
nCC1CC1>>CCOC=O.CNC=O.n	1	2015
nCC(O)=O>>Cn.O=C=O	1	2015
nCC(N)=O>>NC(=O)O.nCC(=O)O	1	2015
nC1CNC1>>CC(n)CN.nC1CN(C(=O)O)C1	1	2015
nC1CCO1>>CCOC(C)=O.n	1	2015
nC1C(=O)C=NNC1=O>>O.n-c1c(-n)cnnc1=O	1	2015
nC1C(=O)C=NNC1=O>>COc1cnnc(=O)c1-n	1	2015
nC1(O)CC(=O)NN=C1>>n-c1c(O)cnnc1=O	1	2015
nC(O)=O>>n.nC(O)=O	1	2015
nC(=N)NO>>NO.nC#N	1	2015
n.n>>Cn.cc(c)-n	1	2015
n-ccccn>>n.nccccI	1	2015
n-c1ncon1>>O=CI.nC(=N)NO	1	2015
n-c1ncccn1>>Fc1cnc(I)cc1.n-c1ccc(F)cn1	1	2015
